symbol,type,file,lineno
_generate_unsafe_changes,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/safe_change_surface_modeling.py,310
_calculate_change_confidence,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/safe_change_surface_modeling.py,336
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/safe_change_surface_modeling.py,1
CodeDuplicationAnalyzer,class,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_duplication_analysis.py,19
CodeDuplicationAnalyzer+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_duplication_analysis.py,22
CodeDuplicationAnalyzer+analyze_code_duplication,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_duplication_analysis.py,27
CodeDuplicationAnalyzer+_filter_code_files,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_duplication_analysis.py,109
CodeDuplicationAnalyzer+_is_excluded_file,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_duplication_analysis.py,125
CodeDuplicationAnalyzer+_extract_code_blocks,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_duplication_analysis.py,137
CodeDuplicationAnalyzer+_is_comment_line,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_duplication_analysis.py,167
CodeDuplicationAnalyzer+_find_duplicate_blocks,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_duplication_analysis.py,179
CodeDuplicationAnalyzer+_normalize_code_block,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_duplication_analysis.py,213
CodeDuplicationAnalyzer+_group_similar_occurrences,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_duplication_analysis.py,228
CodeDuplicationAnalyzer+_calculate_similarity,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_duplication_analysis.py,254
CodeDuplicationAnalyzer+_tokenize_code,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_duplication_analysis.py,272
CodeDuplicationAnalyzer+_group_into_clones,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_duplication_analysis.py,278
CodeDuplicationAnalyzer+_calculate_duplication_metrics,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_duplication_analysis.py,294
CodeDuplicationAnalyzer+_calculate_duplication_score,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_duplication_analysis.py,321
CodeDuplicationAnalyzer+_categorize_by_severity,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_duplication_analysis.py,335
CodeDuplicationAnalyzer+_generate_duplication_recommendations,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_duplication_analysis.py,364
analyze_code_duplication,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_duplication_analysis.py,392
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_duplication_analysis.py,1
ComplianceRule,class,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/compliance_analysis.py,16
ComplianceRule+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/compliance_analysis.py,19
ComplianceRule+set_check_function,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/compliance_analysis.py,29
ComplianceAnalyzer,class,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/compliance_analysis.py,34
ComplianceAnalyzer+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/compliance_analysis.py,37
ComplianceAnalyzer+_load_compliance_rules,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/compliance_analysis.py,41
ComplianceAnalyzer+_load_owasp_rules,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/compliance_analysis.py,55
ComplianceAnalyzer+_load_security_best_practices,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/compliance_analysis.py,91
ComplianceAnalyzer+_load_code_quality_rules,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/compliance_analysis.py,121
ComplianceAnalyzer+_load_data_protection_rules,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/compliance_analysis.py,151
ComplianceAnalyzer+analyze_compliance,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/compliance_analysis.py,175
ComplianceAnalyzer+_detect_language,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/compliance_analysis.py,267
ComplianceAnalyzer+_check_sql_injection,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/compliance_analysis.py,282
ComplianceAnalyzer+_check_broken_auth,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/compliance_analysis.py,297
ComplianceAnalyzer+_check_sensitive_data,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/compliance_analysis.py,312
ComplianceAnalyzer+_check_xxe,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/compliance_analysis.py,331
ComplianceAnalyzer+_check_access_control,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/compliance_analysis.py,339
ComplianceAnalyzer+_check_hardcoded_secrets,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/compliance_analysis.py,347
ComplianceAnalyzer+_check_insecure_random,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/compliance_analysis.py,362
ComplianceAnalyzer+_check_command_injection,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/compliance_analysis.py,369
ComplianceAnalyzer+_check_path_traversal,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/compliance_analysis.py,383
ComplianceAnalyzer+_check_code_complexity,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/compliance_analysis.py,390
ComplianceAnalyzer+_check_dead_code,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/compliance_analysis.py,398
ComplianceAnalyzer+_check_magic_numbers,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/compliance_analysis.py,406
ComplianceAnalyzer+_check_long_functions,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/compliance_analysis.py,415
ComplianceAnalyzer+_check_personal_data,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/compliance_analysis.py,425
ComplianceAnalyzer+_check_data_retention,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/compliance_analysis.py,443
ComplianceAnalyzer+_check_privacy_rights,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/compliance_analysis.py,451
ComplianceAnalyzer+_generate_recommendations,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/compliance_analysis.py,461
analyze_compliance,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/compliance_analysis.py,494
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/compliance_analysis.py,1
SecurityFinding,class,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/security_analysis/__init__.py,10
SecurityAnalyzer,class,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/security_analysis/__init__.py,21
SecurityAnalyzer+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/security_analysis/__init__.py,24
SecurityAnalyzer+analyze_security_vulnerabilities,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/security_analysis/__init__.py,120
SecurityAnalyzer+_should_analyze_file,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/security_analysis/__init__.py,168
SecurityAnalyzer+_analyze_file,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/security_analysis/__init__.py,180
SecurityAnalyzer+_calculate_risk_score,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/security_analysis/__init__.py,211
SecurityAnalyzer+_assess_owasp_coverage,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/security_analysis/__init__.py,259
SecurityAnalyzer+_generate_security_recommendations,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/security_analysis/__init__.py,286
SecurityAnalyzer+_finding_to_dict,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/security_analysis/__init__.py,328
analyze_security_vulnerabilities,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/security_analysis/__init__.py,341
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/security_analysis/__init__.py,1
CodeUnderstanding,class,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_comprehension/__init__.py,23
ComprehensionResult,class,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_comprehension/__init__.py,34
CodeComprehensionAnalyzer,class,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_comprehension/__init__.py,42
CodeComprehensionAnalyzer+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_comprehension/__init__.py,45
CodeComprehensionAnalyzer+analyze_code_comprehension,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_comprehension/__init__.py,52
CodeComprehensionAnalyzer+_extract_code_files,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_comprehension/__init__.py,164
CodeComprehensionAnalyzer+_analyze_file_batch,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_comprehension/__init__.py,210
CodeComprehensionAnalyzer+_batch_generate_summaries,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_comprehension/__init__.py,273
CodeComprehensionAnalyzer+_batch_generate_summaries+_async_batch_summaries,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_comprehension/__init__.py,277
CodeComprehensionAnalyzer+_batch_generate_summaries_sync,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_comprehension/__init__.py,308
CodeComprehensionAnalyzer+_batch_classify_intents,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_comprehension/__init__.py,328
CodeComprehensionAnalyzer+_batch_classify_intents+_async_batch_intents,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_comprehension/__init__.py,331
CodeComprehensionAnalyzer+_batch_classify_intents_sync,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_comprehension/__init__.py,360
CodeComprehensionAnalyzer+_analyze_file,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_comprehension/__init__.py,380
CodeComprehensionAnalyzer+_generate_summary,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_comprehension/__init__.py,418
CodeComprehensionAnalyzer+_classify_intent,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_comprehension/__init__.py,440
CodeComprehensionAnalyzer+_identify_patterns,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_comprehension/__init__.py,465
CodeComprehensionAnalyzer+_detect_issues,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_comprehension/__init__.py,485
CodeComprehensionAnalyzer+_assess_complexity,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_comprehension/__init__.py,503
CodeComprehensionAnalyzer+_synthesize_comprehension,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_comprehension/__init__.py,516
CodeComprehensionAnalyzer+_assess_maturity,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_comprehension/__init__.py,578
CodeComprehensionAnalyzer+_generate_overall_summary,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_comprehension/__init__.py,594
CodeComprehensionAnalyzer+_get_available_models,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_comprehension/__init__.py,611
analyze_code_comprehension,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_comprehension/__init__.py,618
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/code_comprehension/__init__.py,1
HistoricalForensicsEngine,class,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/historical_forensics.py,18
HistoricalForensicsEngine+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/historical_forensics.py,21
HistoricalForensicsEngine+analyze_repository_history,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/historical_forensics.py,31
HistoricalForensicsEngine+find_contextual_anchors,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/historical_forensics.py,69
HistoricalForensicsEngine+generate_commit_style_profile,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/historical_forensics.py,116
HistoricalForensicsEngine+_analyze_commit_patterns,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/historical_forensics.py,149
HistoricalForensicsEngine+_analyze_pr_history,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/historical_forensics.py,172
HistoricalForensicsEngine+_extract_technical_decisions,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/historical_forensics.py,196
HistoricalForensicsEngine+_analyze_code_churn,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/historical_forensics.py,215
HistoricalForensicsEngine+_analyze_reviewer_patterns,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/historical_forensics.py,230
HistoricalForensicsEngine+_analyze_merge_patterns,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/historical_forensics.py,240
HistoricalForensicsEngine+_calculate_confidence_score,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/historical_forensics.py,257
HistoricalForensicsEngine+_calculate_recency_score,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/historical_forensics.py,269
HistoricalForensicsEngine+_calculate_consistency_score,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/historical_forensics.py,280
HistoricalForensicsEngine+_extract_topic_keywords,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/historical_forensics.py,293
HistoricalForensicsEngine+_topic_matches,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/historical_forensics.py,299
HistoricalForensicsEngine+_topic_matches_decision,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/historical_forensics.py,304
HistoricalForensicsEngine+_calculate_relevance,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/historical_forensics.py,309
HistoricalForensicsEngine+_calculate_decision_relevance,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/historical_forensics.py,315
HistoricalForensicsEngine+_extract_pr_title,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/historical_forensics.py,321
HistoricalForensicsEngine+_extract_technical_decisions_from_message,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/historical_forensics.py,326
HistoricalForensicsEngine+_classify_decision_type,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/historical_forensics.py,337
HistoricalForensicsEngine+_extract_alternatives_from_message,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/historical_forensics.py,350
HistoricalForensicsEngine+_extract_common_prefixes,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/historical_forensics.py,365
HistoricalForensicsEngine+_analyze_message_patterns,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/historical_forensics.py,377
HistoricalForensicsEngine+_analyze_commit_frequency,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/historical_forensics.py,382
HistoricalForensicsEngine+_analyze_code_style,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/historical_forensics.py,393
HistoricalForensicsEngine+_analyze_collaboration_patterns,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/historical_forensics.py,402
HistoricalForensicsEngine+_analyze_merge_messages,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/historical_forensics.py,413
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/historical_forensics.py,1
BountyAnalysisBatch,class,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/bounty_performance_optimizer.py,29
BountyCache,class,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/bounty_performance_optimizer.py,38
BountyCache+__post_init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/bounty_performance_optimizer.py,43
BountyCache+get_bounty_cache_key,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/bounty_performance_optimizer.py,46
BountyCache+get_cached_bounty_analysis,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/bounty_performance_optimizer.py,52
BountyCache+cache_bounty_analysis,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/bounty_performance_optimizer.py,69
ParallelBountyAnalyzer,class,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/bounty_performance_optimizer.py,78
ParallelBountyAnalyzer+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/bounty_performance_optimizer.py,81
ParallelBountyAnalyzer+analyze_bounty_batch_parallel,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/bounty_performance_optimizer.py,87
ParallelBountyAnalyzer+_analyze_single_bounty,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/bounty_performance_optimizer.py,133
ParallelBountyAnalyzer+_generate_maintainer_profile,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/bounty_performance_optimizer.py,189
ParallelBountyAnalyzer+_perform_profitability_triage,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/bounty_performance_optimizer.py,200
ParallelBountyAnalyzer+_analyze_integration_points,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/bounty_performance_optimizer.py,212
ParallelBountyAnalyzer+_generate_bounty_assessment,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/bounty_performance_optimizer.py,223
ParallelBountyAnalyzer+_create_error_result,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/bounty_performance_optimizer.py,238
ParallelBountyAnalyzer+get_performance_stats,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/bounty_performance_optimizer.py,248
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/bounty_performance_optimizer.py,1
PerplexityScore,class,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/humanizer_validator.py,20
ToneAnalysis,class,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/humanizer_validator.py,27
HumanizerValidator,class,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/humanizer_validator.py,34
HumanizerValidator+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/humanizer_validator.py,37
HumanizerValidator+_build_ngram_model,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/humanizer_validator.py,59
HumanizerValidator+analyze_perplexity,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/humanizer_validator.py,69
HumanizerValidator+analyze_tone,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/humanizer_validator.py,104
HumanizerValidator+_calculate_entropy,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/humanizer_validator.py,140
HumanizerValidator+humanize_text,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/humanizer_validator.py,155
HumanizerValidator+_vary_sentence_lengths,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/humanizer_validator.py,177
HumanizerValidator+vibe_check_fail,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/humanizer_validator.py,191
HumanizerValidator+validate_pr_description,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/humanizer_validator.py,235
validate_pr_humanity,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/humanizer_validator.py,256
humanize_pr_description,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/humanizer_validator.py,261
check_vibe_fail,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/humanizer_validator.py,266
check_vibe_fail,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/humanizer_validator.py,270
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/humanizer_validator.py,1
MaintainerProfileEngine,class,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/maintainer_profile_engine.py,14
MaintainerProfileEngine+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/maintainer_profile_engine.py,17
MaintainerProfileEngine+_get_ziverge_profile,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/maintainer_profile_engine.py,30
MaintainerProfileEngine+_get_golem_profile,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/maintainer_profile_engine.py,63
MaintainerProfileEngine+generate_maintainer_profile,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/maintainer_profile_engine.py,95
MaintainerProfileEngine+_detect_maintainer_persona,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/maintainer_profile_engine.py,175
MaintainerProfileEngine+_is_ziverge_repository,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/maintainer_profile_engine.py,189
MaintainerProfileEngine+_is_golem_repository,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/maintainer_profile_engine.py,209
MaintainerProfileEngine+_apply_persona_overrides,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/maintainer_profile_engine.py,228
MaintainerProfileEngine+_apply_persona_jargon,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/maintainer_profile_engine.py,261
MaintainerProfileEngine+_extract_repo_id,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/maintainer_profile_engine.py,267
MaintainerProfileEngine+_analyze_code_style_preferences,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/maintainer_profile_engine.py,278
MaintainerProfileEngine+_analyze_testing_requirements,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/maintainer_profile_engine.py,314
MaintainerProfileEngine+_analyze_documentation_standards,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/maintainer_profile_engine.py,336
MaintainerProfileEngine+_analyze_review_patterns,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/maintainer_profile_engine.py,357
MaintainerProfileEngine+_analyze_communication_style,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/maintainer_profile_engine.py,383
MaintainerProfileEngine+_incorporate_historical_patterns,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/maintainer_profile_engine.py,416
MaintainerProfileEngine+_calculate_profile_confidence,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/maintainer_profile_engine.py,439
MaintainerProfileEngine+get_profile,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/maintainer_profile_engine.py,456
MaintainerProfileEngine+update_profile,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/maintainer_profile_engine.py,461
MaintainerProfileEngine+_incorporate_forensics_patterns,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/maintainer_profile_engine.py,468
MaintainerProfileEngine+_incorporate_style_patterns,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/maintainer_profile_engine.py,494
MaintainerProfileEngine+_incorporate_forensics_review_patterns,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/maintainer_profile_engine.py,533
MaintainerProfileEngine+_incorporate_forensics_communication,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/maintainer_profile_engine.py,554
generate_maintainer_profile,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/maintainer_profile_engine.py,578
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/maintainer_profile_engine.py,1
BountyValidationCase,class,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/accuracy_validator.py,16
AccuracyMetrics,class,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/accuracy_validator.py,30
BountyAccuracyValidator,class,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/accuracy_validator.py,43
BountyAccuracyValidator+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/accuracy_validator.py,46
BountyAccuracyValidator+load_validation_data,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/accuracy_validator.py,53
BountyAccuracyValidator+save_validation_data,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/accuracy_validator.py,76
BountyAccuracyValidator+add_validation_case,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/accuracy_validator.py,100
BountyAccuracyValidator+calculate_accuracy_metrics,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/accuracy_validator.py,121
BountyAccuracyValidator+validate_accuracy_target,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/accuracy_validator.py,183
BountyAccuracyValidator+_generate_accuracy_recommendations,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/accuracy_validator.py,217
BountyAccuracyValidator+analyze_prediction_errors,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/accuracy_validator.py,240
BountyAccuracyValidator+generate_accuracy_report,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/accuracy_validator.py,280
BountyAccuracyValidator+calibrate_prediction_thresholds,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/accuracy_validator.py,320
validate_bounty_accuracy,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/accuracy_validator.py,356
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/accuracy_validator.py,1
ProfitabilityTriageEngine,class,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/profitability_triage.py,11
ProfitabilityTriageEngine+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/profitability_triage.py,14
ProfitabilityTriageEngine+triage_bounty,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/profitability_triage.py,18
ProfitabilityTriageEngine+_assess_bounty_complexity,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/profitability_triage.py,83
ProfitabilityTriageEngine+_assess_bounty_scope,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/profitability_triage.py,123
ProfitabilityTriageEngine+_assess_bounty_quality,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/profitability_triage.py,152
ProfitabilityTriageEngine+_analyze_repository_risk,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/profitability_triage.py,182
ProfitabilityTriageEngine+_analyze_testing_maturity,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/profitability_triage.py,197
ProfitabilityTriageEngine+_analyze_maintainer_factors,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/profitability_triage.py,213
ProfitabilityTriageEngine+_calculate_profitability_score,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/profitability_triage.py,244
ProfitabilityTriageEngine+_generate_triage_decision,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/profitability_triage.py,279
ProfitabilityTriageEngine+_calculate_triage_confidence,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/profitability_triage.py,310
ProfitabilityTriageEngine+_generate_triage_recommendations,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/profitability_triage.py,325
ProfitabilityTriageEngine+_score_to_level,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/profitability_triage.py,377
ProfitabilityTriageEngine+get_cached_triage,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/profitability_triage.py,386
ProfitabilityTriageEngine+_analyze_competition_landscape,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/profitability_triage.py,391
ProfitabilityTriageEngine+_calculate_forensics_adjustment,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/profitability_triage.py,448
triage_bounty_profitability,function,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/profitability_triage.py,489
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/bounty/profitability_triage.py,1
